Job Title,Role,Experience,Skill1,Skill2,Skill3,Skill4,Skill5,Skill6,Skill7,Skill8,Skill9,Skill10,Skill11,Skill12,Skill13,Skill14,Skill15,Skill16
Financial Advisor,Retirement Planner,7.0,Retirement planning,Social security,Investment products,Tax planning,Estate planning,,,,,,,,,,,
Finance Manager,Treasury Manager,6.0,Treasury management,Cash flow analysis,Risk management,Financial forecasting,Banking relations,,,,,,,,,,,
Web Developer,Backend Web Developer,5.5,Server - side programming,Node.js,Python,Database management,SQL,MongoDB,,,,,,,,,,
Sales Manager,Key Account Manager,8.0,Key account management,Relationship building,Sales negotiation,,,,,,,,,,,,,
Front-End Developer,Accessibility Developer,4.5,Web accessibility standards,WCAG,Assistive technologies,Accessibility testing tools,HTML and CSS,CSS for accessibility,ARIA,Accessible,Rich,Internet,Applications,User experience,UX for accessibility,Usability testing with individuals with disabilities,Collaboration,Attention to detail
Database Administrator,Database Developer,7.5,Database design and development development,SQL and database database querying,Data modeling,Programming languages,Java,Python,Data security and privacy privacy regulations knowledge,,,,,,,,,
Digital Marketing Specialist,Email Marketing Specialist,10.0,Email marketing platforms,Mailchimp,Constant,Contact,Email campaign creation and segmentation segmentation,A/B,B testing and optimization optimization,Email deliverability and compliance compliance,Metrics tracking and analysis analysis,,,,,,,
Front-End Developer,UI/UX Developer,9.0,User interface,UI design,User experience,UX design,Web design principles,Prototyping and wireframing wireframing,Front - end development languages,HTML,CSS,JavaScript,Interaction design,User testing,Responsive design,Usability testing,Collaboration,Attention to detail
Network Engineer,Network Security Engineer,4.5,Network security protocols and technologies technologies,Firewalls and intrusion intrusion detection systems,Vulnerability assessment and penetration penetration testing,Security policy development and enforcement enforcement,Incident response and recovery recovery,,,,,,,,,,,
Financial Advisor,Investment Advisor,7.5,Investment strategies,Portfolio management,Financial planning,Risk assessment,Regulatory compliance,,,,,,,,,,,
Network Engineer,Network Administrator,9.5,Network management,Troubleshooting,Network security,IT certifications,CCNA,,,,,,,,,,,
Network Security Specialist,Security Consultant,5.5,Security consulting,Risk assessment,Security audits,Security policy development,Penetration testing,Client communication,,,,,,,,,,
Accountant,Forensic Accountant,6.0,Forensic accounting,Fraud detection,Legal knowledge,Investigative skills,,,,,,,,,,,,
Digital Marketing Specialist,SEO Specialist,5.5,Search engine algorithms and ranking ranking factors,Keyword research and analysis analysis,On - page and off off - page,SEO optimization,SEO tools,Google,Analytics,SEMrush,SEO content strategy,,,,,,,
Finance Manager,Accounting Manager,9.0,Accounting principles,Financial reporting,Team management,Budgeting,Financial analysis,,,,,,,,,,,
Accountant,Forensic Accountant,8.0,Forensic accounting,Fraud detection,Legal knowledge,Investigative skills,,,,,,,,,,,,
Marketing Analyst,Data Analyst,8.5,Data analysis tools,SQL,Python,Data visualization tools,Tableau,Power,BI,Statistical analysis,Data cleansing and transformation transformation,Data modeling,Communication of data insights,Problem - solving,Attention to detail,Business acumen,,
Digital Marketing Specialist,Social Media Manager,6.0,Social media platforms,Facebook,Twitter,Instagram,Content creation and scheduling scheduling,Social media analytics and insights insights,Community engagement,Paid social advertising,,,,,,,,
Financial Advisor,Investment Advisor,6.5,Investment strategies,Portfolio management,Financial planning,Risk assessment,Regulatory compliance,,,,,,,,,,,
Accountant,Forensic Accountant,5.5,Forensic accounting,Fraud detection,Legal knowledge,Investigative skills,,,,,,,,,,,,
Database Administrator,Database Developer,7.0,Database design and development development,SQL and database database querying,Data modeling,Programming languages,Java,Python,Data security and privacy privacy regulations knowledge,,,,,,,,,
Financial Advisor,Retirement Planner,7.0,Retirement planning,Social security,Investment products,Tax planning,Estate planning,,,,,,,,,,,
Accountant,Forensic Accountant,4.0,Forensic accounting,Fraud detection,Legal knowledge,Investigative skills,,,,,,,,,,,,
Database Administrator,Database Analyst,7.0,Data analysis,Database querying and reporting reporting,Data visualization,SQL proficiency,Data quality assurance,,,,,,,,,,,
Marketing Analyst,Data Analyst,10.0,Data analysis tools,SQL,Python,Data visualization tools,Tableau,Power,BI,Statistical analysis,Data cleansing and transformation transformation,Data modeling,Communication of data insights,Problem - solving,Attention to detail,Business acumen,,
Marketing Director,Brand Director,9.5,Brand strategy,Brand development,Creative direction,Brand management,Market research,,,,,,,,,,,
Financial Advisor,Wealth Management Advisor,6.0,Wealth management strategies,Asset allocation,Estate planning,Tax management,Client relationship management,,,,,,,,,,,
Front-End Developer,UI/UX Developer,9.5,User interface,UI design,User experience,UX design,Web design principles,Prototyping and wireframing wireframing,Front - end development languages,HTML,CSS,JavaScript,Interaction design,User testing,Responsive design,Usability testing,Collaboration,Attention to detail
Accountant,Forensic Accountant,6.0,Forensic accounting,Fraud detection,Legal knowledge,Investigative skills,,,,,,,,,,,,
Marketing Analyst,Data Analyst,7.0,Data analysis tools,SQL,Python,Data visualization tools,Tableau,Power,BI,Statistical analysis,Data cleansing and transformation transformation,Data modeling,Communication of data insights,Problem - solving,Attention to detail,Business acumen,,
Marketing Director,Marketing Communications Director,7.5,Marketing communication,Public relations,Content strategy,Crisis management,Media relations,,,,,,,,,,,
Market Research Analyst,Market Researcher,7.0,Market research methodologies,Data collection and analysis analysis,Industry knowledge,,,,,,,,,,,,,
Digital Marketing Specialist,Social Media Manager,8.5,Social media platforms,Facebook,Twitter,Instagram,Content creation and scheduling scheduling,Social media analytics and insights insights,Community engagement,Paid social advertising,,,,,,,,
UX Researcher,Usability Analyst,6.5,Usability evaluation,User interface assessment,Usability testing tools and techniques techniques,,,,,,,,,,,,,
Java Developer,Java Software Engineer,8.5,Java programming,Java frameworks,Spring,Object - oriented design,Code debugging,Software development,Problem - solving skills,,,,,,,,,
Digital Marketing Specialist,Social Media Manager,7.5,Social media platforms,Facebook,Twitter,Instagram,Content creation and scheduling scheduling,Social media analytics and insights insights,Community engagement,Paid social advertising,,,,,,,,
Financial Advisor,Investment Advisor,7.0,Investment strategies,Portfolio management,Financial planning,Risk assessment,Regulatory compliance,,,,,,,,,,,
Financial Advisor,Investment Advisor,7.0,Investment strategies,Portfolio management,Financial planning,Risk assessment,Regulatory compliance,,,,,,,,,,,
Back-End Developer,Server Developer,5.0,Server - side programming languages,Java,Python,Database management,API development,,,,,,,,,,,
Financial Advisor,Investment Advisor,6.5,Investment strategies,Portfolio management,Financial planning,Risk assessment,Regulatory compliance,,,,,,,,,,,
Network Administrator,Network Security Analyst,6.5,Network security protocols,Intrusion detection and prevention prevention,Security incident response,Firewall administration,Vulnerability assessment,Security policies and procedures procedures,Log analysis,Ethical hacking,Problem - solving,Communication skills,Attention to detail,,,,,
Database Developer,NoSQL Database Engineer,8.5,NoSQL databases,MongoDB,Cassandra,Data modeling,Data migration,Performance tuning,Scalability,Distributed systems,,,,,,,,
Database Developer,NoSQL Database Engineer,6.0,NoSQL databases,MongoDB,Cassandra,Data modeling,Data migration,Performance tuning,Scalability,Distributed systems,,,,,,,,
Financial Analyst,Investment Analyst,6.0,Financial analysis,Investment evaluation,Portfolio management,Data analysis,,,,,,,,,,,,
Database Developer,SQL Database Developer,5.5,SQL,Structured,Query,Language,Database design,Query optimization,Data modeling,Database maintenance,Problem - solving skills,,,,,,,
Market Research Analyst,Market Researcher,6.5,Market research methodologies,Data collection and analysis analysis,Industry knowledge,,,,,,,,,,,,,
UX Researcher,UX Strategist,7.5,User experience strategy,User journey mapping,Design thinking,,,,,,,,,,,,,
Financial Advisor,Retirement Planner,5.5,Retirement planning,Social security,Investment products,Tax planning,Estate planning,,,,,,,,,,,
Finance Manager,Accounting Manager,7.0,Accounting principles,Financial reporting,Team management,Budgeting,Financial analysis,,,,,,,,,,,
Data Analyst,Business Intelligence Analyst,7.0,Data analysis and visualization visualization tools,Tableau,Power,BI,SQL and database database querying,Business intelligence concepts,Data modeling and reporting reporting,Strong analytical and problem problem - solving skills,Data - driven decision - making,,,,,,,
Front-End Engineer,JavaScript Developer,5.5,JavaScript programming,Frontend development,Frontend frameworks,React,Angular,DOM manipulation,AJAX,Debugging and troubleshooting troubleshooting,,,,,,,,
Systems Administrator,Database Administrator,5.5,Database management systems,MySQL,Oracle,SQL,Server,Data security,Database tuning and optimization optimization,Backup and recovery recovery,,,,,,,,
Network Administrator,Network Engineer,4.5,Network infrastructure design,Routing and switching switching,Network protocols,TCP/IP,IP,Cisco or,Juniper certifications,Troubleshooting and diagnostics diagnostics,Security protocols,Wireless networking,Network monitoring,Collaboration,Problem - solving,Attention to detail,,
Architect,Sustainable Design Specialist,6.5,Sustainable design principles,Energy efficiency,LEED certification,Green building materials,Environmental impact assessment,,,,,,,,,,,
Network Security Specialist,Security Consultant,7.5,Security consulting,Risk assessment,Security audits,Security policy development,Penetration testing,Client communication,,,,,,,,,,
Front-End Developer,Accessibility Developer,9.0,Web accessibility standards,WCAG,Assistive technologies,Accessibility testing tools,HTML and CSS,CSS for accessibility,ARIA,Accessible,Rich,Internet,Applications,User experience,UX for accessibility,Usability testing with individuals with disabilities,Collaboration,Attention to detail
Network Engineer,Network Administrator,7.0,Network management,Troubleshooting,Network security,IT certifications,CCNA,,,,,,,,,,,
Data Scientist,Data Engineer,6.5,Data integration,ETL,Extract,Transform,Load,Big data technologies,Hadoop,Spark,Database management,Data warehousing,,,,,,
Financial Analyst,Investment Analyst,4.5,Financial analysis,Investment evaluation,Portfolio management,Data analysis,,,,,,,,,,,,
